"DISTRICTCODE","Nama Kabupaten","latitude","longitude"
"7312","KABUPATEN SOPPENG","-4.3518541","119.92779469999999"
"7313","KABUPATEN WAJO","-4.022229","120.0665236"
"7314","KABUPATEN SIDENRENG RAPPANG","-3.7738981","120.02029640000002"
"7315","KABUPATEN PINRANG","-3.793071","119.6408"
"7316","KABUPATEN ENREKANG","-3.563128","119.7612"
"7317","KABUPATEN LUWU","-3.3052214","120.2512728"
"7318","KABUPATEN TANA TORAJA","-3.0753003","119.742604"
"7322","KABUPATEN LUWU UTARA","-2.2690446","119.9740534"
"7325","KABUPATEN LUWU TIMUR","-2.5825517999999996","121.1710389"
"7326","KABUPATEN TORAJA UTARA","-2.8621942000000002","119.8352303"
"7371","KOTA MAKASSAR","-5.133333299999999","119.41666670000001"
"7372","KOTA PAREPARE","-4.0096","119.6291"
"7373","KOTA PALOPO","-3.0","120.2"
"7401","KABUPATEN BUTON","-5.309635500000001","122.98883190000001"
"7402","KABUPATEN MUNA","-4.901629","122.6277455"
"7403","KABUPATEN KONAWE","-3.9380432","122.08374450000001"
"7404","KABUPATEN KOLAKA","-4.049665","121.59380300000001"
"7405","KABUPATEN KONAWE SELATAN","-4.2027915","122.44672379999999"
"7406","KABUPATEN BOMBANA","-4.6543462","121.90179540000001"
"7407","KABUPATEN WAKATOBI","-5.3264442","123.59519250000001"
"7408","KABUPATEN KOLAKA UTARA","-3.1347227","121.1710389"
"7409","KABUPATEN BUTON UTARA","-4.702342400000001","123.0338767"
"7410","KABUPATEN KONAWE UTARA","-3.3803290999999995","122.08374450000001"
"7411","KABUPATEN KOLAKA TIMUR","-4.2279","121.9018"
"7412","KABUPATEN KONAWE KEPULAUAN","-4.1361","123.1239"
"7471","KOTA KENDARI","-3.972201","122.51490279999999"
"7472","KOTA BAUBAU","-5.47700000","122.61660000"
"7501","KABUPATEN BOALEMO","0.7013419","122.26538870000002"
"7502","KABUPATEN GORONTALO","0.5333333","123.06666670000001"
"7503","KABUPATEN POHUWATO","0.7055278","121.7195459"
"7504","KABUPATEN BONE BOLANGO","0.5657885","123.34861470000001"
"7505","KABUPATEN GORONTALO UTARA","0.9252646999999999","122.4920088"
"7571","KOTA GORONTALO","0.5333333","123.06666670000001"
"7601","KABUPATEN MAJENE","-3.0297251","118.9062794"
"7602","KABUPATEN POLEWALI MANDAR","-3.3419323","119.13906419999999"
"7603","KABUPATEN MAMASA","-2.9601349999999997","119.368202"
"7604","KABUPATEN MAMUJU","-2.7293363999999998","118.92957369999999"
"7605","KABUPATEN MAMUJU UTARA","-1.5264541999999999","119.51077079999999"
"7606","KABUPATEN MAMUJU TENGAH","-1.9354","119.5108"
"8101","KABUPATEN MALUKU TENGGARA BARAT","-7.532264200000001","131.3611121"
"8102","KABUPATEN MALUKU TENGGARA","-7.532264200000001","131.3611121"
"8103","KABUPATEN MALUKU TENGAH","-3.0166501","129.48644109999998"
"8104","KABUPATEN BURU","-3.3927754","126.7819505"
"8105","KABUPATEN KEPULAUAN ARU","-6.1946502","134.5501935"
"8106","KABUPATEN SERAM BAGIAN BARAT","-3.1271575","128.40083570000002"
"8107","KABUPATEN SERAM BAGIAN TIMUR","-3.4150761","130.39048799999998"
"8108","KABUPATEN MALUKU BARAT DAYA","-7.7851588000000005","126.34980970000001"
"8109","KABUPATEN BURU SELATAN","-3.3927754","126.7819505"
"8171","KOTA AMBON","-3.6560699999999997","128.166419"
"8172","KOTA TUAL","-5.6408510000000005","132.7475093"
"8201","KABUPATEN HALMAHERA BARAT","1.3121235","128.4849923"
"8202","KABUPATEN HALMAHERA TENGAH","1.3121235","128.4849923"
"8203","KABUPATEN KEPULAUAN SULA","-1.8666667000000001","125.36666670000001"
"8204","KABUPATEN HALMAHERA SELATAN","1.3121235","128.4849923"
"8205","KABUPATEN HALMAHERA UTARA","1.3121235","128.4849923"
"8206","KABUPATEN HALMAHERA TIMUR","1.3121235","128.4849923"
"8207","KABUPATEN PULAU MOROTAI","2.3657","128.4008"
"8208","KABUPATEN PULAU TALIABU","-1.8268","124.7741"
"8271","KOTA TERNATE","0.7833333","127.36666670000001"
"8272","KOTA TIDORE KEPULAUAN","0.6833333","127.4"
"9101","KABUPATEN FAKFAK","-2.885237","132.26582820000002"
"9102","KABUPATEN KAIMANA","-3.660925","133.774506"
"9103","KABUPATEN TELUK WONDAMA","-2.8551699","134.3236557"
"9104","KABUPATEN TELUK BINTUNI","-1.9056848000000002","133.329466"
"9105","KABUPATEN MANOKWARI","-0.8614530999999999","134.06204209999999"
"9106","KABUPATEN SORONG SELATAN","-0.8666666999999999","131.25"
"9107","KABUPATEN SORONG","-0.8666666999999999","131.25"
"9108","KABUPATEN RAJA AMPAT","-1.0915151","130.8778586"
"9109","KABUPATEN TAMBRAUW","-0.781856","132.3938375"
"9110","KABUPATEN MAYBRAT","-1.2971","132.3151"
"9111","KABUPATEN MANOKWARI SELATAN","-0.9990000000000001","133.0195"
"9112","KABUPATEN PEGUNUNGAN ARFAK","-1.1555","133.7142"
"9171","KOTA SORONG","-0.8666666999999999","131.25"
"9401","KABUPATEN MERAUKE","-8.4960406","140.39455269999996"
"9402","KABUPATEN JAYAWIJAYA","-4.0004481","138.7995122"
"9403","KABUPATEN JAYAPURA","-2.533","140.717"
"9404","KABUPATEN NABIRE","-3.5095462","135.75209850000002"
"9408","KABUPATEN KEPULAUAN YAPEN","-1.7469359","136.17090119999997"
"9409","KABUPATEN BIAK NUMFOR","-1.0381022","135.98008480000001"
"9410","KABUPATEN PANIAI","-3.7876441","136.3624686"
"9411","KABUPATEN PUNCAK JAYA","-4.083611100000001","137.18472219999998"
"9412","KABUPATEN MIMIKA","-4.4553223","137.1362125"
"9413","KABUPATEN BOVEN DIGOEL","-5.7400018","140.3481835"
"9414","KABUPATEN MAPPI","-7.102232000000001","139.396393"
"9415","KABUPATEN ASMAT","-5.0573958","138.3988186"
"9416","KABUPATEN YAHUKIMO","-4.4939717","139.52799960000002"
"9417","KABUPATEN PEGUNUNGAN BINTANG","-4.558987200000001","140.51355890000002"
"9418","KABUPATEN TOLIKARA","-3.481132","138.4787258"
"9419","KABUPATEN SARMI","-1.868727","138.743607"
"9420","KABUPATEN KEEROM","-3.3449536","140.76244930000001"
"9426","KABUPATEN WAROPEN","-2.8435717","136.670534"
"9427","KABUPATEN SUPIORI","-0.7295099","135.6385125"
"9428","KABUPATEN MAMBERAMO RAYA","-2.5331255","137.7637565"
"9429","KABUPATEN NDUGA","-4.4069496","138.2393528"
"9430","KABUPATEN LANNY JAYA","-3.9710330000000003","138.31902759999997"
"9431","KABUPATEN MAMBERAMO TENGAH","-2.3746","138.319"
"9432","KABUPATEN YALIMO","-3.7852847","139.4466005"
"9433","KABUPATEN PUNCAK","-4.083611100000001","137.18472219999998"
"9434","KABUPATEN DOGIYAI","-4.019387200000001","135.9610446"
"9435","KABUPATEN INTAN JAYA","-3.5076422","136.7478493"
"9436","KABUPATEN DEIYAI","-4.0974892999999994","136.4393054"
"9471","KOTA JAYAPURA","-2.533","140.717"
